date,expected_change_pp
2023-06-21,-0.04679999999999929
2023-09-20,-0.09140000000000015
2023-12-20,-0.11059999999999981
2024-03-20,-0.18240000000000034
2024-06-19,-0.15139999999999976
2024-09-18,-0.5937999999999999
2024-12-18,-0.36960000000000015
2025-03-19,-0.20749999999999957
2025-06-18,-0.1900000000000004
2025-09-17,-0.4870000000000001
2025-12-17,-0.03750000000000009
2026-03-18,-0.0625
